rep,produto,em_boot
108,bfvl,-1.227466430181705
108,pork,-1.758113190234687
108,poult,-4.060365355202777
108,fish,.2862320463641925
109,bfvl,-.8268895871440216
109,pork,-.4762970209609904
109,poult,-2.241103579751289
109,fish,1.029577501133034
110,bfvl,-1.259270543882674
110,pork,.5449278650475029
110,poult,.097427186144508
110,fish,1.040519105734895
111,bfvl,-1.307735217138738
111,pork,-.0238593121509795
111,poult,-2.425830140467397
111,fish,.7542559370953601
112,bfvl,-.6932103264702175
112,pork,-.8256332310725261
112,poult,-5.938565788296057
112,fish,.8964415740762119
113,bfvl,-1.2594530786284
113,pork,-1.168159433160519
113,poult,-4.222726815253526
113,fish,.4108520229946526
114,bfvl,-1.043501939500356
114,pork,-.6679504252788239
114,poult,-3.630274263901735
114,fish,.8191565343347791
115,bfvl,-1.001493762879724
115,pork,1.071537409277489
115,poult,-.2219612785872651
115,fish,.7231489244765379
116,bfvl,-1.41351549883817
116,pork,.4315738401864702
116,poult,-.954970321876919
116,fish,.7602837835630187
117,bfvl,-1.833672632609483
117,pork,-.8591052285380225
117,poult,-4.149043203508397
117,fish,.1951465365001541
118,bfvl,-1.100771775045573
118,pork,2.344393713433082
118,poult,2.426290825960347
118,fish,1.02662592627157
119,bfvl,-.8943959474667318
119,pork,-.5601928401433925
119,poult,-4.122692807813083
119,fish,1.005766183049577
120,bfvl,-1.130584581701118
120,pork,1.283888628021344
120,poult,.3302680706626622
120,fish,1.244894293271279
121,bfvl,-1.632208948936382
121,pork,-1.621657076076635
121,poult,-4.70353751545092
121,fish,.2363259504643671
122,bfvl,-.4327648757621176
122,pork,-.1656285268312642
122,poult,-1.271967161865774
122,fish,.6352886793511117
123,bfvl,-2.05346118838064
123,pork,-1.385398641642241
123,poult,-4.072810778150571
123,fish,.3396921112556173
124,bfvl,-1.154713386486927
124,pork,.6883699803663823
124,poult,-1.447789801301953
124,fish,1.247168391837611
125,bfvl,-1.825372801502016
125,pork,-1.486688619906231
125,poult,-4.8666112543578
125,fish,.4043831313674233
126,bfvl,-1.468820006998712
126,pork,-.0976382033221302
126,poult,-3.300571724616436
126,fish,.3408801018458554
127,bfvl,-.8925158708526704
127,pork,-.0369096549763246
127,poult,-1.289891050379783
127,fish,.7240484632062605
128,bfvl,-1.822243181053268
128,pork,-1.963988500577296
128,poult,-4.877179340017022
128,fish,.3308060810132982
129,bfvl,-.9701062050750923
129,pork,1.160901704921835
129,poult,.52211154773258
129,fish,1.040850105680321
130,bfvl,-1.448823920814021
130,pork,-.3293711861199291
130,poult,-1.249117951711134
130,fish,.7207664045573758
131,bfvl,-.9907810591110849
131,pork,-.6922803708205645
131,poult,-2.840669902667175
131,fish,.4619361415326431
132,bfvl,-1.253846553610045
132,pork,-1.045950174001279
132,poult,-4.709491544946122
132,fish,.6543227998689596
133,bfvl,-1.557420371919018
133,pork,-1.011957909470965
133,poult,-3.130814806980726
133,fish,.3586127627822631
134,bfvl,-1.676837966101663
134,pork,-.7668008700232684
134,poult,-3.290704983576366
134,fish,.3860478067479967
135,bfvl,-.7951866114729309
135,pork,-.6686937835152216
135,poult,-3.088206659862633
135,fish,.2144191917678993
136,bfvl,-1.328017702373319
136,pork,-.818293971944522
136,poult,-2.07229815889134
136,fish,.4992334339255713
137,bfvl,-1.452320163186632
137,pork,-1.36120543348339
137,poult,-4.276516707838502
137,fish,.1795335050557016
138,bfvl,-.5022436700457639
138,pork,-.3915035691192982
138,poult,-2.41307582842618
138,fish,.326369096691564
139,bfvl,-.3267748912493671
139,pork,-.59377133235247
139,poult,-2.214521920491697
139,fish,.4061557430737772
140,bfvl,-1.789740311908356
140,pork,-.2693078850107783
140,poult,-2.396882761398861
140,fish,.4285356522316524
141,bfvl,-1.258566552768743
141,pork,-1.226884060550015
141,poult,-3.660576411389852
141,fish,.2764323621628697
142,bfvl,-1.166564738108438
142,pork,1.30939508676477
142,poult,-.7315107823313279
142,fish,.6010887666540907
143,bfvl,-1.354259891482438
143,pork,-.1309288794146816
143,poult,-2.804024108072427
143,fish,.4341230350559577
144,bfvl,-1.49444974884729
144,pork,-.3164486797769247
144,poult,-2.497327252839507
144,fish,.5647029775969472
145,bfvl,-1.822468617918992
145,pork,-.8740930159340117
145,poult,-3.014710532968389
145,fish,.3869130725527765
146,bfvl,-1.122110877068491
146,pork,-.7367469394566653
146,poult,-3.446689127270647
146,fish,1.026914513466947
147,bfvl,-.7303756273111184
147,pork,.9446698355646694
147,poult,1.997042733056653
147,fish,1.136010732658349
148,bfvl,-1.038705211833211
148,pork,-.8076774555330939
148,poult,-4.065999986388171
148,fish,.8532437998882585
149,bfvl,-1.05334414131854
149,pork,-1.125139721732368
149,poult,-4.479815926480774
149,fish,.4817483530878945
150,bfvl,-1.430712344065757
150,pork,-.2630767978147708
150,poult,-1.819475970802071
150,fish,.6212327822570887
151,bfvl,-1.184552264203497
151,pork,-1.041970662959743
151,poult,-3.331114720851568
151,fish,.7632663832559006
152,bfvl,-.0145105899520175
152,pork,-1.204692852631542
152,poult,-3.776266249060775
152,fish,.2891008634224868
153,bfvl,-.8164289339878859
153,pork,-.5135857013748716
153,poult,-2.131520294779368
153,fish,.8461350214260306
154,bfvl,-.8586634663376691
154,pork,-.9493704218812518
154,poult,-2.615894644529751
154,fish,.7643260564212306
155,bfvl,-1.331910841045258
155,pork,-1.418643925223662
155,poult,-4.710409652777875
155,fish,.3386959879289686
156,bfvl,-.1979274271555775
156,pork,-1.949406268105262
156,poult,-5.961962335532956
156,fish,.3476851225399211
157,bfvl,-1.503361563333054
157,pork,.6017527433301291
157,poult,-1.304704086118347
157,fish,.954037752270219
158,bfvl,-1.635118387972362
158,pork,-.6536016868160341
158,poult,-3.603516700550887
158,fish,.3160267578880505
159,bfvl,-1.544806666751843
159,pork,-1.520088524296645
159,poult,-4.990519689717592
159,fish,.5411103653031173
160,bfvl,.3775935600124321
160,pork,7.867492864991318
160,poult,24.58236705713362
160,fish,3.837181071705746
161,bfvl,-1.146893391558739
161,pork,-.9294192842316004
161,poult,-2.299764910107384
161,fish,1.420717839777631
162,bfvl,-1.579668670533589
162,pork,-1.541023400308122
162,poult,-4.376121815332422
162,fish,.0924731901329334
163,bfvl,-1.35304174306755
163,pork,-1.213398845906329
163,poult,-3.454791110673856
163,fish,.6242755830200841
164,bfvl,-1.849176078983241
164,pork,-.9655255383019299
164,poult,-2.946546365608994
164,fish,.3732078989540959
165,bfvl,-1.605605094214482
165,pork,-1.159267436740959
165,poult,-4.467996618107478
165,fish,.145347612067811
166,bfvl,-1.284778601264457
166,pork,-.5084964382920178
166,poult,-3.66040321238308
166,fish,.971267468660878
167,bfvl,-1.999257552477087
167,pork,-.3536627137489046
167,poult,-2.374181739632445
167,fish,.484200251992299
168,bfvl,-1.429361690258116
168,pork,.0984239562366598
168,poult,-.031710151735417
168,fish,.7664326892522542
169,bfvl,-2.051919077719713
169,pork,-2.011214369517462
169,poult,-4.639442811889161
169,fish,.0519993005605723
170,bfvl,-.7532887040548648
170,pork,-.7993611895014805
170,poult,-4.210717573437336
170,fish,.8411626039557287
171,bfvl,-1.379667338215353
171,pork,-.3264535984977609
171,poult,-2.357863815892067
171,fish,.4999070796096594
172,bfvl,-.4106405779576285
172,pork,-.7514931478380131
172,poult,-4.828542134333126
172,fish,1.139461235599744
173,bfvl,-.9292011588299746
173,pork,-1.075793351577313
173,poult,-5.431153199325218
173,fish,1.197627852031178
174,bfvl,-1.537872642454112
174,pork,-.7831731429950068
174,poult,-3.068865465287147
174,fish,.3424908975367793
175,bfvl,-1.423084583546692
175,pork,-1.174304437300138
175,poult,-3.809649317195148
175,fish,.5136888506168913
176,bfvl,-1.242475335375965
176,pork,-1.611169702143942
176,poult,-5.06559243084603
176,fish,.0706551653208212
177,bfvl,.0613849120257592
177,pork,-1.069317886106209
177,poult,-4.180957165526724
177,fish,.5238271810855089
178,bfvl,-1.200724610201966
178,pork,-.9948405169819443
178,poult,-3.694818676720552
178,fish,.2681167104022277
179,bfvl,-1.937206177004682
179,pork,-1.013514085812299
179,poult,-3.025182451757491
179,fish,.3764961291841382
180,bfvl,-.9258268100177154
180,pork,-.6935166116533428
180,poult,-3.101141019018221
180,fish,.3415807540379385
181,bfvl,-1.751435567384942
181,pork,-1.464307265341904
181,poult,-5.704028059618954
181,fish,.1698579239606757
182,bfvl,-1.504500939728746
182,pork,-1.33626362378461
182,poult,-4.035331932959942
182,fish,.4243107913352437
183,bfvl,-1.062266153289257
183,pork,-.6070101886493704
183,poult,-2.536642162087174
183,fish,.8296017359122272
184,bfvl,-2.14179779430726
184,pork,-1.523415021389379
184,poult,-4.078009794063901
184,fish,.3008967586517375
185,bfvl,-2.274455446885947
185,pork,-2.217020101897682
185,poult,-6.052975185768325
185,fish,.1740117230566924
186,bfvl,-1.580278835535707
186,pork,-2.491301340701135
186,poult,-5.698171372263788
186,fish,.0642157374462007
187,bfvl,-1.698211385500854
187,pork,-1.359961380484173
187,poult,-4.294949864519785
187,fish,.338345102715748
188,bfvl,-1.190638731829344
188,pork,-1.243944785110842
188,poult,-3.376127235100901
188,fish,.4206894345252268
189,bfvl,-1.511350745913305
189,pork,-.6301041651915902
189,poult,-3.03384407431383
189,fish,.426494135364766
190,bfvl,-1.394779248024969
190,pork,-.6073539016917061
190,poult,-3.100124124150189
190,fish,.5913614811133789
191,bfvl,-1.038471578515747
191,pork,-.8206450661858237
191,poult,-3.250230501637433
191,fish,.4123287819939812
192,bfvl,-1.132031653107337
192,pork,-.8327411911337983
192,poult,-2.870890564182993
192,fish,.6370710317057429
193,bfvl,-1.560916851277679
193,pork,-1.212974583345367
193,poult,-3.707739567079514
193,fish,.4206596487179466
194,bfvl,-1.131106995316856
194,pork,-.6848642412952857
194,poult,-3.24556708896693
194,fish,.6521183094191094
195,bfvl,-1.745105355419646
195,pork,-.1095614490778329
195,poult,-1.996633859303289
195,fish,.5031450617555406
196,bfvl,-.9235295825870417
196,pork,-2.06892449308257
196,poult,-5.033088746939123
196,fish,.2511856012288096
197,bfvl,-.6527446031464241
197,pork,-1.044170321215679
197,poult,-4.511496431480426
197,fish,.5485756187421063
198,bfvl,-1.625752842961982
198,pork,-1.356041769107063
198,poult,-4.103120603284179
198,fish,.5152375380940457
199,bfvl,-1.023099158257325
199,pork,.9341212232073708
199,poult,3.744798004284192
199,fish,.9167268802082891
200,bfvl,-1.105621394663872
200,pork,-1.694103854174557
200,poult,-4.717170706721095
200,fish,.1899654709072058
