year,w_bfvl,w_pork,w_poult,w_fish,fit_bfvl,fit_pork,fit_fish,fit_poult,res_bfvl,res_pork,res_poult,res_fish,zres_bfvl,zres_pork,zres_poult,zres_fish,bfvlp,porkp,poultp,fishp,bfvlq,porkq,poultq,fishq,xbfvl,xpork,xpoult,xfish,xtotal_calc,share_sum,lnP_stone,ln_real_x,beefq,vealq,cbfvlq,cporkq,cpoultq,cfishq,cpi,pop,pce,xtotal,diff_xtotal,share_gap,share_problem,ln_p_bfvl,lngp_bfvl,ln_p_pork,lngp_pork,ln_p_poult,lngp_poult,ln_p_fish,lngp_fish,wbar_bfvl,wbar_pork,wbar_poult,wbar_fish,ln_xtotal,meat_pce_share,d_bfvl_poult,d_pork_poult,d_poult_poult,d_fish_poult,L1_lngp_bfvl,L2_lngp_bfvl,L1_lngp_pork,L2_lngp_pork,L1_lngp_poult,L2_lngp_poult,L1_lngp_fish,L2_lngp_fish,y_bfvl,y_pork,y_fish
1981,.5217646521877066,.2471372169791869,.1358762799427674,.0952218508903391,.4663695001444226,.2354665415248534,.1014832601102662,.1966806982204578,.055395152043284,.0116706754543335,-.0608044182776904,-.0062614092199272,1.648445320483617,1.117628553773258,-1.537294454606651,-.5220343727454105,99.199997,89.5,97.5,94.800003,78.780922,54.187317,48.705036,12.58012,191.46915,90.690605,49.861782,34.943047,366.9645805358887,1,4.563914172229322,1.341351160366388,77.155144,1.6257737,193.01324,101.33028,51.140289,36.859753,90.933334,229.966,1939.5,366.96457,.0000114440917969,0,0,4.597137983527139,-.1338387296078176,4.49423862528081,-.232372872202383,4.579852378003801,-.2058839173741474,4.551769441452514,-.2299842170974102,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,5.90526533259571,.1892057646485634,.0720451877663297,-.0264889548282357,0,-.0241002997232629,-.1419358935698494,-.1973025452416124,-.3211124879931688,-.2874959318553829,-.2456381387030264,-.2959769780266504,-.310114865186355,-.398477823525285,.5217646521877066,.2471372169791869,.0952218508903391
1982,.52272260499375,.2479885791464956,.1329696909093313,.0963191249504231,.4372635878509724,.2324045109424384,.1060105159482358,.2243213852583535,.0854590171427776,.0155840682040573,-.0913516943490223,-.0096913909978127,2.543083856727028,1.492390022921739,-2.309609352734727,-.8080032853417296,100.6,101,95.800003,98.199997,78.528046,48.616791,48.945801,12.395128,193.54808,91.822533,49.234581,35.664005,370.2691993713379,.9999999999999999,4.600788112185306,1.313442194773708,76.866219,1.6618277,192.39372,90.913399,51.393093,36.317726,96.533333,232.188,2075.5,370.2692,3.81469726563e-06,-1.11022302463e-16,0,4.611152242497856,-.1198244706371003,4.61512051684126,-.1114909806419329,4.562262716832324,-.223473578545625,4.587006184283457,-.1947474742664674,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,5.914230306959014,.1783999996971033,.1036491079085247,.1119825979036921,0,.0287261042791576,-.1338387296078176,-.1419358935698494,-.232372872202383,-.3211124879931688,-.2058839173741474,-.2456381387030264,-.2299842170974102,-.310114865186355,.52272260499375,.2479885791464956,.0963191249504231
1983,.513147048050793,.2531901317678894,.1316305433239119,.1020322768574057,.4465074802755044,.23260038089,.1087295917704792,.2121625470640163,.0666395677752886,.0205897508778894,-.0805320037401044,-.0066973149130735,1.983055910243162,1.971753356200466,-2.03605932389121,-.5583772705028611,99.099998,100.1,97,99.300003,80.173889,51.30999,49.026001,13.30306,194.65819,96.045631,49.932983,38.70512,379.3419227600098,1,4.595065988337064,1.343371980904558,78.527504,1.6463884,196.42603,95.949677,51.477303,38.977966,99.583336,234.30701,2288.6001,379.34192,3.81469726563e-06,0,0,4.596129425938577,-.1348472871963793,4.606169671077629,-.1204418264055631,4.574710978503383,-.2110253168745659,4.598145601783833,-.1836080567660909,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,5.938437969241622,.1657528211890286,.0761780296781867,.0905834904690028,0,.027417260108475,-.1198244706371003,-.1338387296078176,-.1114909806419329,-.232372872202383,-.223473578545625,-.2058839173741474,-.1947474742664674,-.2299842170974102,.513147048050793,.2531901317678894,.1020322768574057
1984,.5035202627235023,.2412998350948657,.1467537170825555,.1084261850990765,.4788132141844916,.2434113603492698,.1108273606562225,.1669480648100161,.0247070485390106,-.0021115252544041,-.0201943477274606,-.0024011755571459,.735230738516512,-.2022077407234463,-.510565838060407,-.2001939390642226,100.3,98.800003,107.3,102.5,80.060982,51.030457,50.894524,14.106318,196.73785,94.28183,57.340317,42.364799,390.7248001098633,1,4.61879060601648,1.349212870123862,78.278191,1.7827929,196.14941,95.426956,53.439251,41.331512,103.93333,236.34801,2501.1001,390.72479,7.62939453125e-06,2.22044604925e-16,0,4.608165725394189,-.1228109877407677,4.593097635642058,-.1335138618411342,4.675628678078011,-.1101076172999376,4.629862798578463,-.151890859971461,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,5.968003476140343,.1562211766238411,-.0127033704408301,-.0234062445411967,0,-.0417832426715234,-.1348472871963793,-.1198244706371003,-.1204418264055631,-.1114909806419329,-.2110253168745659,-.223473578545625,-.1836080567660909,-.1947474742664674,.5035202627235023,.2412998350948657,.1084261850990765
1985,.491765702019035,.2409570350572786,.147837936499178,.1194393264245084,.4723400432670732,.2421380272480605,.1213061586927302,.1642157707921361,.0194256587519617,-.0011809921907819,-.0163778342929581,-.0018668322682218,.5780674857950276,-.1130963327159249,-.4140744135062404,-.1556439737343834,98.199997,99.099998,106.2,107.5,80.899277,51.462196,52.473019,15.008429,194.63557,95.368202,58.512665,47.2728,395.7892417907715,1,4.613387648420589,1.367494203455708,79.045891,1.8533846,198.20323,96.234314,55.096668,43.974697,107.6,238.466,2717.6001,395.78925,-3.81469726563e-06,0,0,4.587006184283457,-.1439705288514999,4.596129425938577,-.1304820715446153,4.665324080071889,-.1204122153060601,4.677490847567717,-.104262810982207,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,5.980881851876297,.1456392506506434,-.0235583135454398,-.0100698562385553,0,.016149404323853,-.1228109877407677,-.1348472871963793,-.1335138618411342,-.1204418264055631,-.1101076172999376,-.2110253168745659,-.151890859971461,-.1836080567660909,.491765702019035,.2409570350572786,.1194393264245084
1986,.4766607053258018,.2379500272209786,.1557432125259912,.1296460549272284,.4750383082414835,.2499089850793306,.1343188570658089,.140733849613377,.0016223970843183,-.011958957858352,.0150093629126142,-.0046728021385805,.0482791865863786,-1.145235580251339,.3794758839324582,-.389586952026002,98.800003,107.2,114.2,117.4,80.568642,48.565636,53.141453,15.420671,195.02444,97.356613,63.721916,53.044334,409.1473083496094,1,4.6581725665236,1.355902691788556,78.673599,1.8950366,197.39317,90.817734,55.798527,45.182568,109.69167,240.651,2896.7,409.14731,0,0,0,4.593097635642058,-.1378790774928982,4.674696220168811,-.0519152773143814,4.737951270498987,-.0477850248789622,4.765586920391261,-.0161667381586632,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.014075258312156,.1412460093369652,-.090094052613936,-.0041302524354192,0,.031618286720299,-.1439705288514999,-.1228109877407677,-.1304820715446153,-.1335138618411342,-.1204122153060601,-.1101076172999376,-.104262810982207,-.151890859971461,.4766607053258018,.2379500272209786,.1296460549272284
1987,.4557214582372221,.2461099383395068,.1556581114476754,.1425104919755957,.4372292249539037,.2400429893812548,.1406329505369451,.1820948351278964,.0184922332833184,.0060669489582519,-.026436723680221,.0018775414386506,.5502906715964615,.5809942549219573,-.6683894010116641,.1565368326513104,106.3,116,112.6,129.89999,75.238457,48.783089,56.608788,16.099405,195.94728,105.82028,66.928566,61.275463,429.9715919494629,1,4.720783989300084,1.342935151971314,73.701584,1.5368741,184.33423,91.22438,59.439228,47.171257,113.61667,242.804,3097,429.97159,3.81469726563e-06,0,0,4.666265314056818,-.0647113990781385,4.753590191106364,.026978693623172,4.723841702154267,-.0618945932236814,4.866764876690289,.0850112181403651,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.063719141271397,.1388348698577536,-.0028168058544571,.0888732868468534,0,.1469058113640465,-.1378790774928982,-.1439705288514999,-.0519152773143814,-.1304820715446153,-.0477850248789622,-.1204122153060601,-.0161667381586632,-.104262810982207,.4557214582372221,.2461099383395068,.1425104919755957
1988,.4556678412803346,.2461055650336642,.1612986261635319,.1369279675224694,.4510524089068638,.2435757074612263,.1414893262209835,.1638825574109264,.0046154323734707,.002529857572438,-.0025839312473946,-.0045613586985141,.1373457354532884,.2422688447638204,-.0653285285852321,-.3802955442473214,112.1,112.5,120.7,137.39999,73.860023,52.078693,56.658737,15.14156,202.85287,109.56055,71.80645,60.957191,445.1770706176758,1,4.756809168494177,1.341662946026672,72.473,1.3870264,180.95706,97.387161,59.491673,44.364769,118.275,245.021,3350.1001,445.17706,7.62939453125e-06,0,0,4.719391316466349,-.0115853966686075,4.722953221644475,-.0036582758387178,4.793308102819659,.0075718074417104,4.922896335366737,.1411426768168127,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.098472114520849,.1328847072149051,-.0191572041103178,-.0112300832804282,0,.1335708693751023,-.0647113990781385,-.1378790774928982,.026978693623172,-.0519152773143814,-.0618945932236814,-.0477850248789622,.0850112181403651,-.0161667381586632,.4556678412803346,.2461055650336642,.1369279675224694
1989,.4453320897139682,.237214917883354,.1751195579788079,.1423334344238699,.4685665410640007,.2506576993469803,.1392434273063702,.1415323322826487,-.0232344513500325,-.0134427814636263,.0335872256961592,.0030900071174997,-.6914092874450751,-1.287332208377677,.8491727619652683,.2576241019704375,119.3,113.2,132.7,143.60001,70.051422,51.522083,57.784836,15.553364,204.74979,109.06401,80.514503,65.440468,459.7687683105469,1,4.80903742824013,1.321686257272511,68.855095,1.1963226,171.62598,96.346298,60.67408,45.571354,123.94167,247.342,3594.5,459.76877,0,0,0,4.781641354684405,.0506646415494485,4.729156138810091,.0025446413268986,4.88809091834074,.1023546229627916,4.967031699117713,.1852780405677894,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.13072368551264,.1279089632245227,-.0516899814133431,-.0998099816358931,0,.0829234176049978,-.0115853966686075,-.0647113990781385,-.0036582758387178,.026978693623172,.0075718074417104,-.0618945932236814,.1411426768168127,.0850112181403651,.4453320897139682,.237214917883354,.1423334344238699
1990,.4464958728831783,.2470916071228203,.1739530197840947,.1324595002099067,.4402758789422632,.2420180569326907,.131350066218841,.1863559979062051,.0062199939409151,.0050735501901296,-.0124029781221104,.0011094339910657,.1850941738945934,.4858625864181794,-.3135796711438268,.0924971771175117,128.8,129.8,132.5,146.7,68.615173,49.365818,60.633335,14.94411,216.52203,119.82368,84.356125,64.234413,484.9362487792969,1,4.880209600408294,1.303807836073547,67.535332,1.0798376,168.10718,92.314079,63.665001,43.78624,130.65834,250.132,3835.5,484.93625,0,0,0,4.858260837364025,.1272841242290683,4.86599482778122,.1393833302980276,4.886582645426277,.1008463500483279,4.988389664346224,.2066360057962999,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.184017436481842,.1264336458817095,.0264377741807404,.0385369802496998,0,.1057896557479721,.0506646415494485,-.0115853966686075,.0025446413268986,-.0036582758387178,.1023546229627916,.0075718074417104,.1852780405677894,.1411426768168127,.4464958728831783,.2470916071228203,.1324595002099067
1991,.4420856943607522,.2524244465311931,.1757132343663994,.1297766247416553,.4294921901843766,.2377626665795804,.128999049453207,.203746093782836,.0125935041763756,.0146617799516127,-.0280328594164366,.0007775752884483,.3747566756692184,1.404068169591553,-.7087438799391922,.0648290207048482,132.39999,134.10001,131.5,148.3,67.396072,49.77866,62.932011,14.769639,218.61937,124.82845,86.893372,64.176888,494.5180816650391,1,4.90092688220086,1.302656833744544,66.399033,.99703926,165.12038,93.086098,66.078613,43.27504,136.16667,253.493,3980.1001,494.5181,-.0000152587890625,0,0,4.885827597403846,.1548508842688898,4.898585835802289,.1719743383190968,4.879006851617819,.0932705562398706,4.999237269722158,.2174836111722342,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.203583715945404,.1242476494388281,.0615803280290192,.0787037820792262,0,.1242130549323637,.1272841242290683,.0506646415494485,.1393833302980276,.0025446413268986,.1008463500483279,.1023546229627916,.2066360057962999,.1852780405677894,.4420856943607522,.2524244465311931,.1297766247416553
1992,.4350532761965628,.2507762330261225,.1839451310937918,.130225359683523,.4331264800567797,.2366616271258295,.1324550427361993,.1977568500811915,.0019267961397831,.014114605900293,-.0138117189873997,-.0022296830526764,.0573374738196959,1.351668687999276,-.3491963184456735,-.1858960423996498,132.3,127.8,131.39999,151.7,66.908768,52.309483,66.461494,14.605246,216.87473,125.01234,91.69693,64.917542,498.5015335083008,1,4.89141900400868,1.32018766163382,65.900719,1.0080422,163.92647,97.818733,69.784569,42.793369,140.30833,256.89401,4236.8999,498.50153,7.62939453125e-06,0,0,4.885072094187862,.1540953810529055,4.850466565822603,.1238550683394104,4.878246059600619,.0925097642226698,5.021904866237428,.2401512076875036,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.211606665642499,.1176571420137969,.0615856168302358,.0313453041167406,0,.1476414434648339,.1548508842688898,.1272841242290683,.1719743383190968,.1393833302980276,.0932705562398706,.1008463500483279,.2174836111722342,.2066360057962999,.4350532761965628,.2507762330261225,.130225359683523
1993,.4273172421890542,.2475170657680974,.1930586308341028,.1321070612087455,.435503661700957,.2379760613809096,.1320060934419613,.1945141834761721,-.0081864195119028,.0095410043871878,-.0014555526420692,.0001009677667842,-.24361093775,.9136831005644419,-.0368001712421173,.0084180162871949,137.10001,131.7,136.89999,156.60001,65.31356,51.598164,68.952965,14.781656,219.38498,127.07544,99.11644,67.82386,513.4007186889648,1,4.926192714623892,1.314863953673806,64.401451,.91210544,160.01822,96.488564,72.400612,43.310253,144.47501,260.255,4483.6001,513.4007,.0000228881835938,0,0,4.920710631086981,.189733917952025,4.880526585577194,.1539150880940019,4.91925068771065,.1335143923327013,5.053694822531898,.2719411639819738,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.241056668297698,.1145063581734997,.0562195256193236,.0204006957613005,0,.1384267716492724,.1540953810529055,.1548508842688898,.1238550683394104,.1719743383190968,.0925097642226698,.0932705562398706,.2401512076875036,.2174836111722342,.4273172421890542,.2475170657680974,.1321070612087455
1994,.4221434786775961,.2466411459778088,.1956401982750492,.1355751770695459,.4424263229691375,.2404726159589116,.1393125876623667,.1777884734095843,-.0202828442915414,.0061685300188972,.0178517248654649,-.0037374105928208,-.6035755571633806,.5907220461148511,.4513382155175362,-.3116002685639116,136,133.89999,141.5,163.7,67.053665,52.132767,69.691498,14.959991,223.42282,130.5368,103.54414,71.75425,529.2580184936523,1,4.937360054228122,1.334116006345019,66.139977,.91369438,164.28148,97.488274,73.176079,43.832771,148.22501,263.436,4750.7998,529.258,.0000228881835938,0,0,4.912654885736052,.1816781726010959,4.897093207114485,.1704817096312921,4.952299717083292,.1665634217053436,5.098035465734708,.3162818071847839,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.271476060573142,.1114039825402548,.0151147508957523,.0039182879259485,0,.1497183854794404,.189733917952025,.1540953810529055,.1539150880940019,.1238550683394104,.1335143923327013,.0925097642226698,.2719411639819738,.2401512076875036,.4221434786775961,.2466411459778088,.1355751770695459
1995,.4198969374701096,.244623269133599,.1956653889082221,.1398144044880693,.4401491048712351,.2430099940756024,.1483769101308082,.1684639909223543,-.0202521674011255,.0016132750579966,.0272013979858679,-.0085625056427389,-.6026626762597637,.1544933947448816,.6877223640305863,-.7138843837435496,134.89999,134.8,143.5,171.60001,67.393974,51.478119,68.885719,14.751066,222.74045,129.76398,103.79356,74.166588,530.4645690917969,1,4.943118393313502,1.330634774747263,66.400673,.99329597,165.11523,96.264084,72.330002,43.220623,152.38333,266.55701,4987.2998,530.4646,-.000030517578125,0,0,4.904533717968968,.1735570048340112,4.903792221117359,.1771807236341667,4.966335035199676,.1805987398217272,5.145166222622134,.3634125640722097,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.273753168060765,.1063630801968672,-.0070417349877161,-.0034180161875605,0,.1828138242504824,.1816781726010959,.189733917952025,.1704817096312921,.1539150880940019,.1665634217053436,.1335143923327013,.3162818071847839,.2719411639819738,.4198969374701096,.244623269133599,.1398144044880693
