year,beefq,vealq,bfvlq,porkq,poultq,fishq,cbfvlq,cporkq,cpoultq,cfishq,bfvlp,porkp,poultp,fishp,cpi,pop,pce,xbfvl,xpork,xpoult,xfish,xtotal,xtotal_calc,w_bfvl,w_pork,w_poult,w_fish,share_sum,share_gap,share_problem,diff_xtotal,ln_p_bfvl,lngp_bfvl,ln_p_pork,lngp_pork,ln_p_poult,lngp_poult,ln_p_fish,lngp_fish,wbar_bfvl,wbar_pork,wbar_poult,wbar_fish,lnP_stone,ln_xtotal,ln_real_x,meat_pce_share,d_bfvl_poult,d_pork_poult,d_poult_poult,d_fish_poult,L1_lngp_bfvl,L2_lngp_bfvl,L1_lngp_pork,L2_lngp_pork,L1_lngp_poult,L2_lngp_poult,L1_lngp_fish,L2_lngp_fish,y_bfvl,y_pork,y_fish
1980,76.40665108,1.527633577,77.93428466,56.77957902,47.35858538,12.41404144,190.9389974,106.1778128,49.72651465,36.37314141,98.4,81.9,93.7,87.5,82.38333333,227.726,1755.8,187.8839735,86.95962866,46.59374423,31.82649873,353.2638451,353.26384512000004,0.5318516912937348,0.2461605676925719,0.13189502654644036,0.09009271446725285,0.9999999999999999,-1.1102230246251565e-16,FALSE,2.0000015865662135e-8,4.589040804058207,-0.14193590590116933,4.405498990859024,-0.3211125136213937,4.540098189244376,-0.24563811067016061,4.471638793363569,-0.3101148650876304,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.522380318743458,5.867215214342237,1.3448348955987788,0.2011982259482857,0.10370220476899128,-0.07547440295123309,0,-0.0644767544174698,-0.19730252567635542,-0.4391483432036436,-0.28749590282240867,-0.30296319511571657,-0.29597696543777285,-0.34426220659723494,-0.39847780437688574,-0.49129421730280853,0.5318516912937348,0.2461605676925719,0.09009271446725285
1981,77.15514484,1.62577368,78.78091852,54.18731813,48.70503583,12.58012054,193.0132504,101.3302849,51.14028762,36.85975318,99.2,89.5,97.5,94.8,90.93333333,229.966,1939.5,191.4691444,90.69060498,49.86178043,34.94304602,366.9645758,366.96457583,0.5217646525333824,0.24713721964818025,0.13587627720529344,0.09522185061314395,1,0,FALSE,3.00000237984932e-8,4.597138014290827,-0.13383869566854933,4.4942386252808095,-0.23237287919960803,4.579852378003801,-0.20588392191073535,4.551769409260976,-0.2299842491902231,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.563914182812973,5.905265319771887,1.341351136958914,0.1892057622222222,0.07204522624218601,-0.026488957288872683,0,-0.024100327279487743,-0.14193590590116933,-0.19730252567635542,-0.3211125136213937,-0.28749590282240867,-0.24563811067016061,-0.29597696543777285,-0.3101148650876304,-0.39847780437688574,0.5217646525333824,0.24713721964818025,0.09522185061314395
1982,76.8662209,1.661827739,78.52804864,48.61679242,48.94580157,12.39512809,192.3937192,90.91340182,51.39309165,36.31772529,100.6,101,95.8,98.2,96.53333333,232.188,2075.5,193.5480815,91.82253584,49.2345818,35.66400624,370.2692054,370.26920537999996,0.5227225993621734,0.2479885837272488,0.13296969092925653,0.09631912598132145,1.0000000000000002,2.220446049250313e-16,FALSE,-2.0000015865662135e-8,4.611152257665639,-0.11982445229373795,4.61512051684126,-0.11149098763915788,4.562262684976814,-0.22347361493772233,4.58700621536042,-0.19474744309077963,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.600788117319405,5.9142303231868345,1.313442205867429,0.17840000259214644,0.10364916264398438,0.11198262729856445,0,0.028726171846942705,-0.13383869566854933,-0.14193590590116933,-0.23237287919960803,-0.3211125136213937,-0.20588392191073535,-0.24563811067016061,-0.2299842491902231,-0.3101148650876304,0.5227225993621734,0.2479885837272488,0.09631912598132145
1983,78.52750108,1.646388368,80.17388944,51.30998938,49.02600087,13.30305966,196.4260291,95.94968014,51.47730091,38.97796481,99.1,100.1,97,99.3,99.58333333,234.307,2288.6,194.6581949,96.04562982,49.93298189,38.70511905,379.3419256,379.34192566,0.5131470626699723,0.2531901256442839,0.131630538341165,0.10203227334457877,1,0,FALSE,5.999999075356754e-8,4.596129441335942,-0.13484726862343432,4.6061696863211745,-0.12044181815924304,4.574710978503383,-0.21102532141115393,4.598145571051127,-0.1836080874000725,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.595065995642643,5.938437976886414,1.343371981243771,0.1657528295289697,0.07617805278771961,0.09058350325191089,0,0.027417234011081426,-0.11982445229373795,-0.13383869566854933,-0.11149098763915788,-0.23237287919960803,-0.22347361493772233,-0.20588392191073535,-0.19474744309077963,-0.2299842491902231,0.5131470626699723,0.2531901256442839,0.10203227334457877
1984,78.27819064,1.782792949,80.06098359,51.03045585,50.89452357,14.1063178,196.1494098,95.42695244,53.43924975,41.33151116,100.3,98.8,107.3,102.5,103.9333333,236.348,2501.1,196.737858,94.28182901,57.34031498,42.36479894,390.724801,390.72480093,0.5035202718939933,0.2412998324795128,0.14675371218698954,0.10842618343950435,1,0,FALSE,-6.999999868639861e-8,4.60816569496789,-0.12281101499148672,4.593097604753822,-0.13351389972659522,4.675628649636653,-0.11010765027788416,4.629862798578463,-0.15189085987273643,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.618790579386131,5.968003478239357,1.3492128988532262,0.15622118305145738,-0.01270336471360256,-0.02340624944871106,0,-0.041783209594852266,-0.13484726862343432,-0.11982445229373795,-0.12044181815924304,-0.11149098763915788,-0.21102532141115393,-0.22347361493772233,-0.1836080874000725,-0.19474744309077963,0.5035202718939933,0.2412998324795128,0.10842618343950435
1985,79.04589462,1.853384623,80.89927924,51.46219809,52.47301889,15.00842887,198.2032341,96.23431043,55.09666984,43.9746966,98.2,99.1,106.2,107.5,107.6,238.466,2717.6,194.6355759,95.36820164,58.51266337,47.27279885,395.7892398,395.78923976,0.49176570848167517,0.2409570348547871,0.14783793365752212,0.11943932300601563,1,0,FALSE,-4.000003173132427e-8,4.58700621536042,-0.14397049459895683,4.596129441335942,-0.1304820631444752,4.665324108807838,-0.12041219110669843,4.677490847567717,-0.10426281088348244,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.613387671710786,5.980881846745356,1.3674941750345697,0.1456392551368855,-0.023558303492258403,-0.010069872037776761,0,0.016149380223215992,-0.12281101499148672,-0.13484726862343432,-0.13351389972659522,-0.12044181815924304,-0.11010765027788416,-0.21102532141115393,-0.15189085987273643,-0.1836080874000725,0.49176570848167517,0.2409570348547871,0.11943932300601563
1986,78.67360304,1.895036633,80.56863967,48.56563467,53.14145254,15.42067143,197.3931672,90.81773684,55.79852517,45.18256729,98.8,107.2,114.2,117.4,109.6916667,240.651,2896.7,195.0244492,97.35661389,63.72191574,53.04433399,409.1473128,409.14731281999997,0.47666071140933763,0.23795002640731266,0.1557432097031364,0.12964605248021338,1,0,FALSE,1.9999959022243274e-8,4.593097604753822,-0.13787910520555435,4.674696248636701,-0.051915255843716146,4.73795129722191,-0.047785002692626755,4.765586907393996,-0.01616675105720322,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.658172562223674,6.014075269238271,1.3559027070145966,0.1412460084993268,-0.0900941025129276,-0.004130253151089391,0,0.03161825163542353,-0.14397049459895683,-0.12281101499148672,-0.1304820631444752,-0.13351389972659522,-0.12041219110669843,-0.11010765027788416,-0.10426281088348244,-0.15189085987273643,0.47666071140933763,0.23795002640731266,0.12964605248021338
1987,73.70158602,1.536874017,75.23846004,48.78308983,56.60878688,16.09940528,184.3342271,91.22437798,59.43922622,47.17125748,106.3,116,112.6,129.9,113.6166667,242.804,3097,195.9472834,105.8202785,66.92856872,61.27546346,429.9715941,429.97159408000005,0.45572146183113266,0.24610992902082549,0.15565811705121,0.14251049209683175,0.9999999999999999,-1.1102230246251565e-16,FALSE,-1.9999959022243274e-8,4.666265285347902,-0.06471142461147483,4.7535901911063645,0.026978686625946935,4.72384171570559,-0.06189458420894667,4.866764923676554,0.0850112652253543,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.720783983774517,6.063719146226462,1.342935162451945,0.13883487054568938,-0.0028168404025281646,0.0888732708348936,0,0.14690584943430096,-0.13787910520555435,-0.14397049459895683,-0.051915255843716146,-0.1304820631444752,-0.047785002692626755,-0.12041219110669843,-0.01616675105720322,-0.10426281088348244,0.45572146183113266,0.24610992902082549,0.14251049209683175
1988,72.47299973,1.387026441,73.86002618,52.07869512,56.65873752,15.14155929,180.9570641,97.38715987,59.49167439,44.36476873,112.1,112.5,120.7,137.4,118.275,245.021,3350.1,202.8528689,109.5605549,71.80645099,60.95719224,445.177067,445.17706703000005,0.45566783179855475,0.24610556790567295,0.16129862993405505,0.1369279703617171,0.9999999999999999,-1.1102230246251565e-16,FALSE,3.00000237984932e-8,4.719391330078114,-0.011585379881262625,4.722953221644475,-0.0036582828359428277,4.793308128103486,0.00757182818894897,4.922896379788249,0.14114272133704908,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.756809184462843,6.0984721064618626,1.3416629219990197,0.13288471001761143,-0.019157208070211595,-0.011230111024891798,0,0.1335708931481001,-0.06471142461147483,-0.13787910520555435,0.026978686625946935,-0.051915255843716146,-0.06189458420894667,-0.047785002692626755,0.0850112652253543,-0.01616675105720322,0.45566783179855475,0.24610556790567295,0.1369279703617171
1989,68.85509718,1.196322541,70.05141972,51.52208499,57.7848371,15.55336336,171.6259783,96.34629893,60.67407895,45.57135464,119.3,113.2,132.7,143.6,123.9416667,247.342,3594.5,204.7497921,109.0640104,80.514502770000007,65.44046527,459.7687705,459.76877054,0.445332100002183,0.23721491625432486,0.17511955558755207,0.1423334281559401,1,0,FALSE,3.999997488790541e-8,4.78164132910387,0.05066461914449327,4.729156165769083,0.00254466128866504,4.888090941338162,0.10235464142362538,4.9670316566141235,0.185277998162924,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.809037421914242,6.130723690361714,1.321686268447472,0.12790896384476283,-0.05169002227913211,-0.09980998013496034,0,0.08292335673929863,-0.011585379881262625,-0.06471142461147483,-0.0036582828359428277,0.026978686625946935,0.00757182818894897,-0.06189458420894667,0.14114272133704908,0.0850112652253543,0.445332100002183,0.23721491625432486,0.1423334281559401
1990,67.53533528,1.079837526,68.61517281,49.36581939,60.63333557,14.94410951,168.1071734,92.31408227,63.66500235,43.78624086,128.8,129.8,132.5,146.7,130.6583333,250.132,3835.5,216.5220393,119.8236788,84.35612811,64.23441535,484.9362615,484.93626156,0.4464958726812188,0.24709160419255324,0.17395302186442665,0.13245950126180125,1,0,FALSE,5.999999075356754e-8,4.858260813670253,0.12728410371087673,4.86599480426999,0.1393832997895723,4.886582645426277,0.10084634551173988,4.9883896851489355,0.20663602669773606,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.88020958608169,6.1840174628372715,1.3038078767555819,0.12643364921392256,0.02643775819913685,0.038536954277832436,0,0.10578968118599619,0.05066461914449327,-0.011585379881262625,0.00254466128866504,-0.0036582828359428277,0.10235464142362538,0.00757182818894897,0.185277998162924,0.14114272133704908,0.4464958726812188,0.24709160419255324,0.13245950126180125
1991,66.39903076,0.997039248,67.39607001,49.77866008,62.9320104,14.76963861,165.1203715,93.08609436,66.07861092,43.27504113,132.4,134.1,131.5,148.3,136.1666667,253.493,3980.1,218.6193719,124.8284525,86.89337336,64.17688599,494.5180838,494.51808375,0.4420856973362402,0.2524244443265013,0.17571323722092297,0.12977662111633548,0.9999999999999999,-1.1102230246251565e-16,FALSE,-4.999998282073648e-8,4.885827643502908,0.15485093354353108,4.898585790287632,0.17197428580721486,4.879006851617819,0.09327055170328258,4.999237249143887,0.2174835906926873,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.9009268903180425,6.203583720161551,1.3026568298435084,0.12424765301123088,0.0615803818402485,0.07870373410393228,0,0.12421303898940472,0.12728410371087673,0.05066461914449327,0.1393832997895723,0.00254466128866504,0.10084634551173988,0.10235464142362538,0.20663602669773606,0.185277998162924,0.4420856973362402,0.2524244443265013,0.12977662111633548
1992,65.9007217,1.008042228,66.90876393,52.30948173,66.46149674,14.60524574,163.9264716,97.81873084,69.78457158,42.79337003,132.3,127.8,131.4,151.7,140.3083333,256.894,4236.9,216.874722,125.012338,91.69692705,64.91754233,498.5015293,498.50152938,0.43505327309573755,0.25077623764862117,0.18394512683651337,0.13022536241912783,1,0,FALSE,8.000000661922968e-8,4.88507207112091,0.15409536116153344,4.850466541943434,0.12385503746301652,4.8782461060505105,0.0925098061359737,5.021904886354487,0.24015122790328736,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.891418997870223,6.211606657361078,1.3201876594908555,0.11765713832755081,0.061585555025559735,0.03134523132704281,0,0.14764142176731365,0.15485093354353108,0.12728410371087673,0.17197428580721486,0.1393832997895723,0.09327055170328258,0.10084634551173988,0.2174835906926873,0.20663602669773606,0.43505327309573755,0.25077623764862117,0.13022536241912783
1993,64.40145242,0.912105435,65.31355786,51.59816334,68.95296349,14.78165645,160.0182167,96.48856545,72.40061167,43.31025341,137.1,131.7,136.9,156.6,144.475,260.255,4483.6,219.3849752,127.0754407,99.11643737,67.82385683,513.4007101,513.4007101,0.4273172414531104,0.24751707233760603,0.19305862929308015,0.1321070569162035,1,0,FALSE,0,4.920710586568268,0.18973387660889163,4.880526608749236,0.15391510426881805,4.919250732294404,0.13351443237986693,5.053694783556702,0.27194112510550283,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.9261927026649275,6.241056651568144,1.3148639489032163,0.11450635875189578,0.056219444229024695,0.020400671888951116,0,0.1384266927256359,0.15409536116153344,0.15485093354353108,0.12385503746301652,0.17197428580721486,0.0925098061359737,0.09327055170328258,0.24015122790328736,0.2174835906926873,0.4273172414531104,0.24751707233760603,0.1321070569162035
1994,66.13997328,0.913694408,67.05366768,52.13276849,69.69150002,14.95999028,164.2814858,97.48827708,73.17607502,43.83277153,136,133.9,141.5,163.7,148.225,263.436,4750.8,223.4228207,130.536803,103.5441462,71.75424699,529.2580169,529.2580168899999,0.4221434793049829,0.24664114445928279,0.19564020363534793,0.13557517260038648,1.0000000000000002,2.220446049250313e-16,FALSE,-1.000012161966879e-8,4.912654885736052,0.18167817577667567,4.897093252697127,0.17048174821670958,4.952299717083292,0.16656341716875556,5.098035484377089,0.3162818259258895,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.937360067459684,6.271476057543141,1.3341159900834567,0.11140397762271614,0.015114758607920109,0.003918331047954027,0,0.14971840875713394,0.18973387660889163,0.15409536116153344,0.15391510426881805,0.12385503746301652,0.13351443237986693,0.0925098061359737,0.27194112510550283,0.24015122790328736,0.4221434793049829,0.24664114445928279,0.13557517260038648
1995,66.40067603,0.993295993,67.39397202,51.47811838,68.88571675,14.75106638,165.1152315,96.26408136,72.33000259,43.22062448,134.9,134.8,143.5,171.6,152.3833333,266.557,4987.3,222.7404472,129.7639817,103.7935537,74.16659161,530.4645742,530.46457421,0.4198969319142915,0.24462327553777247,0.19566538228226768,0.13981441026566832,1,0,FALSE,1.0000007932831068e-8,4.90453376321371,0.17355705325433313,4.9037921984782065,0.1771806939977889,4.966335035199676,0.18059873528513926,5.145166187053862,0.3634125286026624,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.943118404857196,6.2737531777092945,1.3306347728520986,0.10636307705772663,-0.007041682030806129,-0.0034180412873503485,0,0.18281379331752312,0.18167817577667567,0.18973387660889163,0.17048174821670958,0.15391510426881805,0.16656341716875556,0.13351443237986693,0.3162818259258895,0.27194112510550283,0.4198969319142915,0.24462327553777247,0.13981441026566832
1996,66.98446603,1.163434903,68.14790093,48.13400231,69.72490145,14.48082264,166.9623573,90.01058431,73.21114653,42.42881035,134.5,148.2,152.4,173.1,156.8583333,269.667,5273.6,224.5643705,133.395686,111.5737873,73.44427071,542.9781145,542.97811451,0.4135790458196529,0.24567414861716913,0.20548487004985017,0.13526193551332794,1.0000000000000002,2.220446049250313e-16,FALSE,1.0000007932831068e-8,4.901564199041894,0.17058748908251697,4.998562712861986,0.2719512083815685,5.026508643252546,0.24077234333800934,5.153869462182164,0.3721158037309644,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.976189799871392,6.297069014351879,1.3208792144804873,0.10296156600993626,-0.07018485425549237,0.031178865043559156,0,0.13134346039295508,0.17355705325433313,0.18167817577667567,0.1771806939977889,0.17048174821670958,0.18059873528513926,0.16656341716875556,0.3634125286026624,0.3162818259258895,0.4135790458196529,0.24567414861716913,0.13526193551332794
1997,65.53035411,1.012744035,66.54309814,47.61854371,71.37979275,14.25001466,163.0305904,89.04667673,74.94878239,41.75254294,136.8,155.9,156.6,177.1,160.525,272.912,5570.6,223.0258477,138.823769,117.3697932,73.94375355,553.1631635,553.16316345,0.4031827540883589,0.2509635098153968,0.21217933686686818,0.13367439922937624,1,0,FALSE,-5.000003966415534e-8,4.918520005188451,0.18754329522907387,5.049214776063731,0.32260327158331314,5.053694783556702,0.26795848364216557,5.176714544788788,0.3949608863375884,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.003777954111308,6.315653009449871,1.3118750553385636,0.09930046376512403,-0.0804151884130917,0.05464478794114758,0,0.12700240269542284,0.17058748908251697,0.17355705325433313,0.2719512083815685,0.1771806939977889,0.24077234333800934,0.18059873528513926,0.3721158037309644,0.3634125286026624,0.4031827540883589,0.2509635098153968,0.13367439922937624
